node,layer,lat,lon,degree,geometry
8573,2,51.39846,-1.3078,14,"-1.3078, 51.39846"
9961,2,51.41491,-1.51229,54,"-1.51229, 51.41491"
22604,2,51.39764,-1.32286,78,"-1.32286, 51.39764"
29265,2,51.40201,-1.13877,19,"-1.13877, 51.40201"
31946,2,51.37963,-1.5988,28,"-1.5988, 51.37963"
32671,2,51.39384,-1.24319,22,"-1.24319, 51.39384"
34604,2,51.40252,-1.44599,16,"-1.44599, 51.40252"
