ori_node,des_node,ori_layer,des_layer,minutes,km
7554,33475,2,2,3,2.252
7554,38644,2,2,3,1.88
16982,39227,2,2,6,1.103
16982,251660,2,2,6,4.824
32303,39227,2,2,12,14.755
33475,7554,2,2,3,2.252
33475,34141,2,2,4,2.957
34141,33475,2,2,4,2.957
38644,7554,2,2,3,1.88
38644,251660,2,2,3,2.812
39227,16982,2,2,3,1.103
39227,32303,2,2,10,14.755
251660,16982,2,2,6,4.824
251660,38644,2,2,3,2.812
