node,layer,lat,lon,degree,geometry
15523,2,54.2798,-0.40571,44,"-0.40571, 54.2798"
29841,2,54.24076,-0.41703,27,"-0.41703, 54.24076"
40227,2,54.20987,-0.29385,32,"-0.29385, 54.20987"
183640,2,54.1743,-0.31477,4,"-0.31477, 54.1743"
