node,layer,lat,lon,degree,geometry
961,4,50.17048,-5.44432,41,"-5.44432, 50.17048"
1898,4,50.20865,-5.47679,29,"-5.47679, 50.20865"
10059,4,50.17929,-5.44145,34,"-5.44145, 50.17929"
21094,4,50.14658,-5.47806,14,"-5.47806, 50.14658"
47291,4,50.19228,-5.46147,14,"-5.46147, 50.19228"
49861,4,50.12168,-5.53247,30,"-5.53247, 50.12168"
54938,4,50.12158,-5.53162,14,"-5.53162, 50.12158"
