node,layer,lat,lon,degree,geometry
24143,2,52.70132,-2.51716,24,"-2.51716, 52.70132"
33317,2,52.66609,-2.37185,25,"-2.37185, 52.66609"
38988,2,52.68112,-2.44098,21,"-2.44098, 52.68112"
39680,2,52.69341,-2.45019,19,"-2.45019, 52.69341"
